assessment_id,credit_type,internal_taxon_id,text
12237867,Reviewer,60018,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12245777,Reviewer,60025,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12252069,Reviewer,60030,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12252723,Reviewer,60031,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12253250,Reviewer,60031,"Kipping, J. & Simaika, J.P."
12254589,Reviewer,60032,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12255786,Reviewer,60033,"Suhling, F. & Dijkstra, K.D."
12257635,Reviewer,60034,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12268359,Reviewer,60044,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12268854,Reviewer,60044,"Kipping, J. & Simaika, J.P."
12277677,Reviewer,60051,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12278189,Reviewer,60051,"Kipping, J. & Simaika, J.P."
12285437,Reviewer,60056,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12285871,Reviewer,60056,"Kipping, J. & Simaika, J.P."
12287171,Reviewer,60057,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12290756,Reviewer,60065,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12292786,Reviewer,60068,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12294024,Reviewer,60069,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12295802,Reviewer,60072,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12296340,Reviewer,60072,"Kipping, J. & Simaika, J.P."
12604771,Reviewer,63171,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12607394,Reviewer,63175,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12607818,Reviewer,63176,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12608714,Reviewer,63178,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12609384,Reviewer,63179,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12609692,Reviewer,63180,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12610805,Reviewer,63182,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12611098,Reviewer,63183,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12611471,Reviewer,63183,"Kipping, J. & Simaika, J.P."
12611979,Reviewer,63184,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12612349,Reviewer,63185,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12615882,Reviewer,63191,"Simaika, J.P., Kipping, J., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12616834,Reviewer,63193,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12617485,Reviewer,63194,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12617838,Reviewer,63195,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12627787,Reviewer,63201,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12628404,Reviewer,63202,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12629389,Reviewer,63204,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12631082,Reviewer,63208,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12634197,Reviewer,63212,"Dijkstra, K.-D.B., Clausnitzer, V., Suhling, F., Samways, M., Samraoui, B., Boudot, J.P., Kipping, J. (Odonata Red List Authority) & Allen, D. (IUCN Freshwater Biodiversity Unit)"
12635143,Reviewer,63214,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12636031,Reviewer,63216,"Simaika, J.P., Kipping, J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12637296,Reviewer,63218,"Kipping, J., Simaika, J.P., Samways, M.J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
12637950,Reviewer,63219,
12818297,Reviewer,6973,"Kipping, J., Simaika, J.P. & Suhling, F. (Odonata Red List Authority)"
12818711,Reviewer,6975,"Simaika, J.P., Kipping, J., Suhling, F. (Odonata Red List Authority) & Pollock, C.M. (IUCN Red List Unit)"
3431878,Contributor,13257,
4779963,Contributor,15543,
4780186,Contributor,15543,
5224732,Contributor,158578,
5224980,Contributor,158578,
6438588,Contributor,168007,
6447608,Contributor,168022,
8257239,Contributor,184261,
8257444,Contributor,184261,
9389698,Contributor,22816,
10757962,Contributor,42840,
10758888,Contributor,42843,
10759240,Contributor,42845,
11090775,Contributor,4730,
11091140,Contributor,4731,
11984141,Contributor,59781,
12004901,Contributor,59797,
12013523,Contributor,59755,
12018243,Contributor,59866,
12018834,Contributor,59800,
12019477,Contributor,59800,
12021693,Contributor,59801,
12022106,Contributor,59801,
12027369,Contributor,59871,
12029647,Contributor,59805,
12037082,Contributor,59809,
12054029,Contributor,59893,
12055809,Contributor,59894,
12065152,Contributor,59821,
12066571,Contributor,59899,
12068327,Contributor,59822,
12070987,Contributor,59824,
12071408,Contributor,59824,
12080599,Contributor,59833,
12083424,Contributor,59835,
12089545,Contributor,59845,
12094486,Contributor,59854,
12095818,Contributor,59856,
12097776,Contributor,59858,
12111099,Contributor,59876,
12114020,Contributor,59879,
12114384,Contributor,59879,
12116464,Contributor,59881,
12119270,Contributor,59964,
12119833,Contributor,59964,
12121046,Contributor,59900,
12121479,Contributor,59900,
12130675,Contributor,59968,
12131984,Contributor,59904,
12133387,Contributor,59905,
12135303,Contributor,59906,
12136438,Contributor,59981,
12137330,Contributor,59907,
12139082,Contributor,59908,
12139627,Contributor,59983,
12140202,Contributor,59983,
12144391,Contributor,59986,
12145335,Contributor,59912,
12157135,Contributor,59995,
12161060,Contributor,59997,
12164703,Contributor,59925,
12165667,Contributor,59926,
12171807,Contributor,59937,
12173757,Contributor,59941,
12174714,Contributor,59942,
12176231,Contributor,59946,
12181663,Contributor,59951,
12187056,Contributor,59955,
12187584,Contributor,59955,
12189276,Contributor,59956,
12190636,Contributor,59957,
12192939,Contributor,59959,
12193414,Contributor,59959,
12196666,Contributor,59962,
12197397,Contributor,59969,
12198007,Contributor,59969,
12199285,Contributor,59970,
12199888,Contributor,59970,
12205206,Contributor,59974,
12205703,Contributor,59974,
12206362,Contributor,59975,
12206815,Contributor,59975,
12210800,Contributor,59978,
12212010,Contributor,60060,
12219946,Contributor,60005,
12223085,Contributor,60076,
12228765,Contributor,60079,
12229716,Contributor,60010,
12230656,Contributor,60011,
12231960,Contributor,60013,
12232877,Contributor,60014,
12233525,Contributor,60015,
12233959,Contributor,60015,
12237867,Contributor,60018,
12245777,Contributor,60025,
12252069,Contributor,60030,
12252723,Contributor,60031,
12253250,Contributor,60031,
12254589,Contributor,60032,
12255786,Contributor,60033,
12257635,Contributor,60034,
12268359,Contributor,60044,
12268854,Contributor,60044,
12277677,Contributor,60051,
12278189,Contributor,60051,
12285437,Contributor,60056,
12285871,Contributor,60056,
12287171,Contributor,60057,
12290756,Contributor,60065,
12292786,Contributor,60068,
12294024,Contributor,60069,
12295802,Contributor,60072,
12296340,Contributor,60072,
12604771,Contributor,63171,
12607394,Contributor,63175,
12607818,Contributor,63176,
12608714,Contributor,63178,
12609384,Contributor,63179,
12609692,Contributor,63180,
12610805,Contributor,63182,
12611098,Contributor,63183,
12611471,Contributor,63183,
12611979,Contributor,63184,
12612349,Contributor,63185,
12615882,Contributor,63191,
12616834,Contributor,63193,
12617485,Contributor,63194,
12617838,Contributor,63195,
12627787,Contributor,63201,
12628404,Contributor,63202,
12629389,Contributor,63204,
12631082,Contributor,63208,
12634197,Contributor,63212,
12635143,Contributor,63214,
12636031,Contributor,63216,
12637296,Contributor,63218,
12637950,Contributor,63219,
12638054,Contributor,63219,
12818297,Contributor,6973,
12818711,Contributor,6975,
