GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup,GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName,GeneralHabitats.GeneralHabitatsSubfield.majorImportance,GeneralHabitats.GeneralHabitatsSubfield.season,GeneralHabitats.GeneralHabitatsSubfield.suitability,internal_taxon_id
5.3,,No,,Suitable,59894
2.2,,Yes,,Suitable,59894
2.1,,Yes,,Suitable,59894
5.1,,Yes,,Suitable,59894
5.2,,No,,Suitable,59894
3.6,,Yes,,Suitable,59894
5.4,,No,,Suitable,59894
5.5,,No,,Suitable,59894
3.5,,Yes,,Suitable,59894
5.6,,Yes,,Suitable,59894
5.7,,No,,Suitable,59894
5.8,,No,,Suitable,59894
5.9,,Yes,,Suitable,59894
1.6,,,,Marginal,59894
3.5,,,,Suitable,59821
3.6,,,,Suitable,59821
5.2,,,,Suitable,59821
5.1,,,,Suitable,59821
1.5,,,,Suitable,59821
1.6,,,,Suitable,59821
2.1,,,,Suitable,59821
2.2,,,,Suitable,59821
3.5,,,,Suitable,59821
3.6,,,,Suitable,59821
5.2,,,,Suitable,59821
5.1,,,,Suitable,59821
1.5,,,,Suitable,59821
1.6,,,,Suitable,59821
2.1,,,,Suitable,59821
2.2,,,,Suitable,59821
5.8,,,,Suitable,59899
5.7,,,,Suitable,59899
3.5,,,,Suitable,59899
5.6,,,,Suitable,59899
5.5,,,,Marginal,59899
5.3,,,,Suitable,59899
3.6,,,,Suitable,59899
5.2,,,,Marginal,59899
5.1,,,,Marginal,59899
1.6,,,,Suitable,59899
2.1,,,,Suitable,59899
2.2,,,,Suitable,59899
5.8,,,,Suitable,59899
5.7,,,,Suitable,59899
5.6,,,,Suitable,59899
3.5,,,,Suitable,59899
5.3,,,,Suitable,59899
5.5,,,,Marginal,59899
1.8,,,,Unknown,59899
3.6,,,,Suitable,59899
5.2,,,,Marginal,59899
5.1,,,,Marginal,59899
2.1,,,,Suitable,59899
2.2,,,,Suitable,59899
5.8,,,,Marginal,59822
5.7,,,,Suitable,59822
5.6,,,,Marginal,59822
5.5,,,,Suitable,59822
5.4,,,,Marginal,59822
5.2,,,,Marginal,59822
5.1,,,,Suitable,59822
5.8,,,,Suitable,59824
3.5,,,,Suitable,59824
3.6,,,,Suitable,59824
1.5,,,,Suitable,59824
1.6,,,,Suitable,59824
2.1,,,,Suitable,59824
2.2,,,,Suitable,59824
5.18,,,,Suitable,59824
5.8,,,,Suitable,59824
3.5,,,,Suitable,59824
3.6,,,,Suitable,59824
1.5,,,,Suitable,59824
1.6,,,,Suitable,59824
2.1,,,,Suitable,59824
2.2,,,,Suitable,59824
5.18,,,,Suitable,59824
5.8,,,,Suitable,59833
5.7,,,,Suitable,59833
3.5,,,,Suitable,59833
5.3,,,,Suitable,59833
5.4,,,,Suitable,59833
3.6,,,,Suitable,59833
5.2,,,,Marginal,59833
5.1,,,,Unknown,59833
1.6,,,,Suitable,59833
5.9,,,,Unknown,59833
2.1,,,,Suitable,59833
2.2,,,,Suitable,59833
5.8,,Yes,,Suitable,59833
5.7,,Yes,,Suitable,59833
3.5,,Yes,,Suitable,59833
5.3,,Yes,,Suitable,59833
5.4,,Yes,,Suitable,59833
3.6,,Yes,,Suitable,59833
5.2,,Yes,,Suitable,59833
5.1,,Yes,,Suitable,59833
1.6,,Yes,,Suitable,59833
5.9,,,,Unknown,59833
2.1,,Yes,,Suitable,59833
2.2,,Yes,,Suitable,59833
5.3,,,,Suitable,59835
2.2,,,,Suitable,59835
2.1,,,,Suitable,59835
5.1,,,,Marginal,59835
5.2,,,,Marginal,59835
3.6,,,,Suitable,59835
5.4,,,,Suitable,59835
3.5,,,,Suitable,59835
5.6,,,,Marginal,59835
5.7,,,,Suitable,59835
5.8,,,,Suitable,59835
5.9,,,,Marginal,59835
1.6,,,,Suitable,59835
1.5,,,,Suitable,59835
5.3,,,,Suitable,59835
2.2,,,,Suitable,59835
2.1,,,,Suitable,59835
5.1,,,,Marginal,59835
5.2,,,,Marginal,59835
3.6,,,,Suitable,59835
5.4,,,,Suitable,59835
3.5,,,,Suitable,59835
5.6,,,,Marginal,59835
5.7,,,,Suitable,59835
5.8,,,,Suitable,59835
5.9,,,,Marginal,59835
1.6,,,,Suitable,59835
1.5,,,,Suitable,59835
3.5,,,,Suitable,59845
3.6,,,,Suitable,59845
5.1,,,,Suitable,59845
1.5,,,,Suitable,59845
1.6,,,,Suitable,59845
3.5,,,,Suitable,59845
3.6,,,,Suitable,59845
5.1,,,,Suitable,59845
1.5,,,,Suitable,59845
1.6,,,,Suitable,59845
5.1,,,,Suitable,59854
1.9,,,,Suitable,59854
5.1,,,,Suitable,59854
1.9,,,,Suitable,59854
5.8,,,,Marginal,59856
5.7,,,,Suitable,59856
5.6,,,,Marginal,59856
3.5,,,,Suitable,59856
5.5,,,,Suitable,59856
3.6,,,,Suitable,59856
5.2,,,,Suitable,59856
5.1,,,,Suitable,59856
1.6,,,,Suitable,59856
2.1,,,,Suitable,59856
2.2,,,,Suitable,59856
5.8,,,,Marginal,59856
5.7,,,,Marginal,59856
3.5,,Yes,,Suitable,59856
5.6,,,,Marginal,59856
5.5,,Yes,,Suitable,59856
1,,,,Suitable,59856
3.6,,Yes,,Suitable,59856
5.2,,Yes,,Suitable,59856
5.1,,Yes,,Suitable,59856
2.1,,Yes,,Suitable,59856
2.2,,Yes,,Suitable,59856
5.8,,,,Suitable,59858
5.7,,,,Suitable,59858
3.5,,,,Suitable,59858
5.3,,,,Marginal,59858
3.6,,,,Suitable,59858
5.2,,,,Suitable,59858
5.1,,,,Suitable,59858
1.6,,,,Suitable,59858
5.8,,,,Suitable,59858
5.7,,,,Suitable,59858
3.5,,,,Suitable,59858
5.3,,,,Marginal,59858
3.6,,,,Suitable,59858
5.2,,,,Suitable,59858
5.1,,,,Suitable,59858
1.6,,,,Suitable,59858
5.3,,,,Suitable,59876
3.6,,,,Suitable,59876
3.5,,Yes,,Suitable,59876
5.3,,,,Suitable,59876
3.6,,Yes,,Suitable,59876
1.5,,Yes,,Suitable,59876
5.3,,,,Suitable,59879
1.6,,,,Suitable,59879
5.3,,,,Suitable,59879
1.6,,,,Suitable,59879
5.3,,,,Suitable,59881
1.6,,,,Suitable,59881
5.3,,,,Suitable,59881
3.6,,,,Marginal,59881
1.5,,,,Marginal,59881
1.6,,Yes,,Suitable,59881
5.8,,,,Suitable,59964
5.7,,,,Suitable,59964
3.5,,,,Suitable,59964
5.6,,,,Suitable,59964
5.3,,,,Suitable,59964
5.4,,,,Suitable,59964
3.6,,,,Suitable,59964
5.2,,,,Suitable,59964
1.6,,,,Suitable,59964
5.8,,,,Suitable,59964
5.7,,,,Suitable,59964
5.6,,,,Suitable,59964
3.5,,,,Suitable,59964
5.3,,,,Suitable,59964
5.4,,,,Suitable,59964
3.6,,,,Suitable,59964
5.2,,,,Suitable,59964
1.6,,,,Suitable,59964
5.8,,,,Suitable,59900
5.7,,,,Suitable,59900
3.5,,,,Suitable,59900
1,,,,Suitable,59900
3.6,,,,Suitable,59900
5.2,,,,Suitable,59900
5.1,,,,Suitable,59900
2.1,,,,Suitable,59900
2.2,,,,Suitable,59900
5.8,,,,Suitable,59900
5.7,,,,Suitable,59900
3.5,,,,Suitable,59900
3.6,,,,Suitable,59900
5.2,,,,Suitable,59900
5.1,,,,Suitable,59900
1.6,,,,Suitable,59900
2.1,,,,Suitable,59900
2.2,,,,Suitable,59900
5.8,,,,Suitable,59968
5.4,,,,Suitable,59968
5.8,,,,Suitable,59968
5.4,,,,Suitable,59968
2.2,,,,Suitable,59904
2.1,,,,Suitable,59904
5.1,,,,Suitable,59904
5.2,,,,Suitable,59904
3.6,,,,Suitable,59904
5.4,,,,Suitable,59904
3.5,,,,Suitable,59904
5.6,,,,Marginal,59904
5.7,,,,Marginal,59904
5.8,,,,Marginal,59904
5.9,,,,Marginal,59904
1.6,,,,Suitable,59904
5.3,,,,Suitable,59904
2.2,,,,Suitable,59904
2.1,,,,Suitable,59904
5.1,,,,Suitable,59904
5.2,,,,Suitable,59904
3.6,,,,Suitable,59904
5.4,,,,Suitable,59904
3.5,,,,Suitable,59904
5.6,,,,Marginal,59904
5.7,,,,Marginal,59904
5.8,,,,Marginal,59904
5.9,,,,Marginal,59904
1.6,,,,Suitable,59904
5.3,,,,Suitable,59904
5.8,,,,Suitable,59905
5.7,,,,Marginal,59905
3.5,,,,Suitable,59905
5.6,,,,Suitable,59905
5.5,,,,Marginal,59905
5.3,,,,Suitable,59905
5.4,,,,Suitable,59905
3.6,,,,Suitable,59905
1.6,,,,Suitable,59905
2.1,,,,Suitable,59905
2.2,,,,Suitable,59905
5.8,,,,Suitable,59905
5.7,,,,Marginal,59905
3.5,,,,Suitable,59905
5.6,,,,Suitable,59905
5.5,,,,Marginal,59905
5.3,,,,Suitable,59905
1,,,,Suitable,59905
5.4,,,,Suitable,59905
3.6,,,,Suitable,59905
2.1,,,,Suitable,59905
2.2,,,,Suitable,59905
5.8,,,,Suitable,59906
5.7,,,,Suitable,59906
3.5,,,,Suitable,59906
5.6,,,,Suitable,59906
5.5,,,,Marginal,59906
5.3,,,,Suitable,59906
5.4,,,,Suitable,59906
3.6,,,,Suitable,59906
1.6,,,,Suitable,59906
2.1,,,,Suitable,59906
2.2,,,,Suitable,59906
5.8,,,,Suitable,59906
5.7,,,,Suitable,59906
3.5,,,,Suitable,59906
5.6,,,,Suitable,59906
5.5,,,,Marginal,59906
5.3,,,,Suitable,59906
1,,,,Suitable,59906
5.4,,,,Suitable,59906
3.6,,,,Suitable,59906
2.1,,,,Suitable,59906
2.2,,,,Suitable,59906
3.5,,,,Suitable,59981
3.6,,,,Suitable,59981
5.1,,,,Suitable,59981
1.6,,,,Suitable,59981
3.5,,,,Suitable,59981
3.6,,,,Suitable,59981
5.1,,,,Suitable,59981
1.6,,,,Suitable,59981
5.8,,,,Suitable,59907
5.7,,,,Marginal,59907
3.5,,,,Marginal,59907
5.3,,,,Suitable,59907
5.4,,,,Suitable,59907
3.6,,,,Marginal,59907
5.2,,,,Marginal,59907
1.5,,,,Suitable,59907
1.6,,,,Suitable,59907
5.8,,,,Suitable,59907
5.7,,,,Marginal,59907
3.5,,,,Marginal,59907
5.3,,,,Suitable,59907
5.4,,,,Suitable,59907
3.6,,,,Marginal,59907
5.2,,,,Marginal,59907
1.5,,,,Suitable,59907
1.6,,,,Suitable,59907
3.5,,,,Suitable,59908
3.6,,,,Suitable,59908
5.1,,,,Suitable,59908
3.5,,Yes,,Suitable,59908
3.6,,Yes,,Suitable,59908
5.1,,Yes,,Suitable,59908
3.5,,,,Suitable,59983
3.6,,,,Suitable,59983
5.2,,,,Suitable,59983
5.1,,,,Suitable,59983
1.6,,,,Suitable,59983
3.5,,,,Suitable,59983
3.6,,,,Suitable,59983
5.2,,,,Suitable,59983
5.1,,,,Suitable,59983
1.6,,,,Suitable,59983
5.1,,,,Suitable,59986
3.5,,,,Suitable,59986
3.6,,,,Suitable,59986
5.1,,Yes,,Suitable,59986
1.5,,,,Suitable,59986
3.5,,,,Suitable,59912
5.5,,,,Suitable,59912
3.6,,,,Suitable,59912
5.1,,,,Suitable,59912
1.6,,,,Suitable,59912
2.2,,,,Suitable,59912
3.5,,,,Suitable,59912
5.5,,,,Suitable,59912
3.6,,,,Suitable,59912
5.1,,,,Suitable,59912
1.6,,,,Suitable,59912
2.2,,,,Suitable,59912
3.5,,,,Suitable,59995
3.6,,,,Suitable,59995
3.7,,,,Marginal,59995
5.1,,,,Suitable,59995
1.6,,,,Suitable,59995
3.5,,Yes,,Suitable,59995
3.6,,Yes,,Suitable,59995
3.7,,,,Marginal,59995
5.1,,Yes,,Suitable,59995
1.6,,Yes,,Suitable,59995
1.9,,Yes,,Suitable,59995
3.5,,,,Suitable,59997
3.6,,,,Suitable,59997
5.2,,,,Suitable,59997
5.1,,,,Suitable,59997
1.6,,,,Suitable,59997
2.1,,,,Suitable,59997
2.2,,,,Suitable,59997
3.5,,Yes,,Suitable,59997
1,,,,Suitable,59997
3.6,,Yes,,Suitable,59997
5.1,,Yes,,Suitable,59997
2.1,,Yes,,Suitable,59997
2.2,,Yes,,Suitable,59997
3.5,,,,Suitable,59925
3.6,,,,Suitable,59925
5.1,,,,Suitable,59925
1.6,,,,Suitable,59925
3.5,,,,Suitable,59925
3.6,,,,Suitable,59925
5.1,,,,Suitable,59925
1.6,,,,Suitable,59925
2.2,,,,Suitable,59925
5.1,,,,Suitable,59926
1.5,,,,Suitable,59926
1.6,,,,Suitable,59926
5.1,,,,Suitable,59926
1.5,,,,Suitable,59926
1.6,,,,Suitable,59926
3.5,,,,Suitable,59937
3.6,,,,Suitable,59937
5.1,,,,Suitable,59937
1.6,,,,Suitable,59937
2.1,,,,Suitable,59937
2.2,,,,Suitable,59937
3.5,,No,,Suitable,59937
1,,,,Suitable,59937
3.6,,No,,Suitable,59937
5.1,,Yes,,Suitable,59937
2.1,,No,,Suitable,59937
2.2,,No,,Suitable,59937
3.5,,,,Suitable,59941
3.6,,,,Suitable,59941
5.1,,,,Suitable,59941
1.6,,,,Suitable,59941
3.5,,,,Suitable,59941
3.6,,,,Suitable,59941
5.1,,,,Suitable,59941
1.6,,,,Suitable,59941
3.5,,,,Suitable,59942
5.5,,,,Marginal,59942
3.6,,,,Suitable,59942
5.1,,,,Suitable,59942
1.6,,,,Suitable,59942
2.1,,,,Marginal,59942
2.2,,,,Marginal,59942
3.5,,,,Suitable,59942
5.5,,,,Marginal,59942
3.6,,,,Suitable,59942
5.1,,,,Suitable,59942
1.6,,,,Suitable,59942
2.1,,,,Marginal,59942
2.2,,,,Marginal,59942
3.5,,,,Unknown,59946
1,,,,Suitable,59946
3.6,,,,Unknown,59946
5.1,,Yes,,Suitable,59946
2.2,,,,Unknown,59946
5.1,,,,Suitable,59946
5.8,,,,Suitable,59951
5.7,,,,Suitable,59951
3.5,,,,Suitable,59951
5.6,,,,Marginal,59951
5.3,,,,Suitable,59951
5.4,,,,Suitable,59951
3.6,,,,Suitable,59951
1.6,,,,Suitable,59951
2.1,,,,Suitable,59951
2.2,,,,Suitable,59951
5.8,,,,Suitable,59951
5.7,,,,Suitable,59951
3.5,,,,Suitable,59951
5.6,,,,Marginal,59951
5.3,,,,Suitable,59951
5.4,,,,Suitable,59951
3.6,,,,Suitable,59951
1.6,,,,Suitable,59951
2.1,,,,Suitable,59951
2.2,,,,Suitable,59951
3.5,,,,Suitable,59955
3.6,,,,Suitable,59955
5.1,,,,Suitable,59955
2.1,,,,Suitable,59955
2.2,,,,Suitable,59955
3.5,,,,Suitable,59955
3.6,,,,Suitable,59955
5.1,,,,Suitable,59955
2.1,,,,Suitable,59955
2.2,,,,Suitable,59955
5.8,,,,Suitable,59956
5.7,,,,Suitable,59956
3.5,,,,Suitable,59956
5.4,,,,Suitable,59956
3.6,,,,Suitable,59956
5.1,,,,Suitable,59956
1.6,,,,Suitable,59956
5.9,,,,Suitable,59956
5.8,,,,Suitable,59956
5.7,,,,Suitable,59956
3.5,,,,Suitable,59956
5.4,,,,Suitable,59956
3.6,,,,Suitable,59956
5.1,,,,Suitable,59956
1.6,,,,Suitable,59956
5.9,,,,Suitable,59956
3.5,,,,Suitable,59957
3.6,,,,Suitable,59957
5.1,,,,Suitable,59957
1.6,,,,Suitable,59957
3.5,,,,Suitable,59957
3.6,,,,Suitable,59957
5.1,,,,Suitable,59957
1.6,,,,Suitable,59957
5.8,,,,Suitable,59959
5.7,,,,Suitable,59959
3.5,,,,Suitable,59959
5.3,,,,Suitable,59959
5.4,,,,Suitable,59959
3.6,,,,Suitable,59959
5.1,,,,Suitable,59959
1.6,,,,Suitable,59959
5.8,,,,Suitable,59959
5.7,,,,Suitable,59959
3.5,,,,Suitable,59959
5.3,,,,Suitable,59959
5.4,,,,Suitable,59959
3.6,,,,Suitable,59959
5.1,,,,Suitable,59959
1.6,,,,Suitable,59959
1.8,,,,Suitable,59962
5.4,,,,Suitable,59962
1.8,,,,Suitable,59962
5.8,,,,Suitable,59969
5.7,,,,Suitable,59969
3.5,,,,Suitable,59969
5.6,,,,Suitable,59969
5.3,,,,Suitable,59969
5.5,,,,Marginal,59969
5.4,,,,Suitable,59969
5.2,,,,Suitable,59969
5.1,,,,Suitable,59969
5.9,,,,Suitable,59969
5.8,,,,Suitable,59969
5.7,,,,Suitable,59969
3.5,,,,Suitable,59969
5.6,,,,Suitable,59969
5.3,,,,Suitable,59969
5.5,,,,Marginal,59969
5.4,,,,Suitable,59969
5.2,,,,Suitable,59969
5.1,,,,Suitable,59969
5.9,,,,Suitable,59969
2.2,,,,Suitable,59970
2.1,,,,Suitable,59970
5.1,,,,Suitable,59970
5.2,,,,Suitable,59970
3.6,,,,Suitable,59970
5.4,,,,Suitable,59970
5.5,,,,Marginal,59970
3.5,,,,Suitable,59970
5.6,,,,Suitable,59970
5.7,,,,Suitable,59970
5.8,,,,Suitable,59970
5.9,,,,Suitable,59970
5.3,,,,Marginal,59970
2.2,,,,Suitable,59970
2.1,,,,Suitable,59970
5.1,,,,Suitable,59970
5.2,,,,Suitable,59970
3.6,,,,Suitable,59970
5.4,,,,Suitable,59970
5.5,,,,Marginal,59970
3.5,,,,Suitable,59970
5.6,,,,Suitable,59970
5.7,,,,Suitable,59970
5.8,,,,Suitable,59970
5.9,,,,Suitable,59970
5.3,,,,Marginal,59970
3.5,,,,Suitable,59974
3.6,,,,Suitable,59974
5.1,,Yes,,Suitable,59974
1.5,,,,Marginal,59974
2.2,,,,Suitable,59974
3.5,,,,Suitable,59974
3.6,,,,Suitable,59974
5.1,,,,Suitable,59974
1.6,,,,Suitable,59974
3.5,,,,Suitable,59975
1,,,,Suitable,59975
3.6,,,,Suitable,59975
5.1,,,,Suitable,59975
2.1,,,,Suitable,59975
2.2,,,,Suitable,59975
5.8,,,,Marginal,59975
5.7,,,,Marginal,59975
3.5,,,,Suitable,59975
5.6,,,,Marginal,59975
5.5,,,,Marginal,59975
3.6,,,,Suitable,59975
5.1,,,,Suitable,59975
1.6,,,,Suitable,59975
2.1,,,,Suitable,59975
2.2,,,,Suitable,59975
5.1,,,,Suitable,59978
1.6,,,,Suitable,59978
5.1,,,,Suitable,59978
1.6,,,,Suitable,59978
3.5,,,,Suitable,60060
3.6,,,,Suitable,60060
5.1,,,,Suitable,60060
1.6,,,,Suitable,60060
2.1,,,,Suitable,60060
2.2,,,,Suitable,60060
3.5,,,,Suitable,60060
3.6,,,,Suitable,60060
5.1,,,,Suitable,60060
1.6,,,,Suitable,60060
2.1,,,,Suitable,60060
2.2,,,,Suitable,60060
3.5,,,,Suitable,60005
3.6,,,,Suitable,60005
5.1,,,,Suitable,60005
1.6,,,,Suitable,60005
2.1,,,,Marginal,60005
2.2,,,,Marginal,60005
3.5,,Yes,,Suitable,60005
5.5,,,,Marginal,60005
3.6,,Yes,,Suitable,60005
5.1,,Yes,,Suitable,60005
1.5,,,,Marginal,60005
5.9,,,,Marginal,60005
2.1,,,,Marginal,60005
2.2,,Yes,,Suitable,60005
5.1,,,,Suitable,60076
3.5,,,,Suitable,60076
3.6,,,,Suitable,60076
5.1,,Yes,,Suitable,60076
2.1,,,,Suitable,60076
2.2,,,,Suitable,60076
5.3,,,,Suitable,60079
1.6,,,,Suitable,60079
5.3,,,,Suitable,60079
1.8,,Yes,,Suitable,60079
5.8,,,,Marginal,60010
5.7,,,,Marginal,60010
3.5,,,,Suitable,60010
3.6,,,,Suitable,60010
5.1,,,,Suitable,60010
1.6,,,,Suitable,60010
2.1,,,,Suitable,60010
2.2,,,,Suitable,60010
5.8,,,,Marginal,60010
5.7,,,,Marginal,60010
3.5,,Yes,,Suitable,60010
3.6,,Yes,,Suitable,60010
5.1,,Yes,,Suitable,60010
1.6,,Yes,,Suitable,60010
2.1,,Yes,,Suitable,60010
2.2,,Yes,,Suitable,60010
5.7,,,,Suitable,60011
2.1,,,,Suitable,60011
2.2,,,,Suitable,60011
5.7,,Yes,,Suitable,60011
2.1,,Yes,,Suitable,60011
2.2,,Yes,,Suitable,60011
5.7,,,,Suitable,60013
5.4,,,,Suitable,60013
5.7,,Yes,,Suitable,60013
5.4,,Yes,,Suitable,60013
2.2,,Yes,,Suitable,60013
3.5,,,,Suitable,60014
3.6,,,,Suitable,60014
5.1,,,,Suitable,60014
1.6,,,,Suitable,60014
3.5,,Yes,,Suitable,60014
1,,,,Suitable,60014
3.6,,Yes,,Suitable,60014
5.1,,Yes,,Suitable,60014
3.5,,Yes,,Suitable,60015
3.6,,Yes,,Suitable,60015
5.1,,Yes,,Suitable,60015
1.6,,,,Marginal,60015
2.1,,Yes,,Suitable,60015
2.2,,Yes,,Suitable,60015
5.1,,Yes,,Suitable,60015
5.1,,,,Suitable,60018
1.6,,,,Suitable,60018
3.6,,,,Marginal,60018
5.1,,Yes,,Suitable,60018
1.6,,Yes,,Suitable,60018
5.7,,,,Marginal,60025
3.5,,,,Suitable,60025
5.6,,,,Marginal,60025
3.6,,,,Suitable,60025
5.1,,,,Suitable,60025
1.6,,,,Suitable,60025
2.1,,,,Suitable,60025
2.2,,,,Suitable,60025
