CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
CD,,,Native,Extant,,60072
GN,,,Native,Extant,,60072
GM,,,Native,Extant,,60072
NA,,,Native,Extant,,60072
TZ,,,Native,Extant,,60072
AO,,,Native,Extant,,60072
LS,,,Native,Extant,Resident,63171
SZ,,,Native,Extant,Resident,63171
ZA,,,Native,Extant,Resident,63171
TVL-MP,,,Native,Extant,Resident,63175
ZA,,,Native,Extant,Resident,63175
NA,,,Native,Presence Uncertain,,63176
ZA,,,Native,Extant,Resident,63176
NA,,,Origin Uncertain,Presence Uncertain,,63176
ZA,,,Native,Extant,,63176
NAT-OO,,,Native,Extant,Resident,63178
MZ,,,Native,Presence Uncertain,,63178
ZA,,,Native,Extant,Resident,63178
NAT-OO,,,Native,Extant,,63178
NA,,,Native,Extant,,63178
MZ,,,Origin Uncertain,Presence Uncertain,,63178
ZA,,,Native,Extant,,63178
BW,,,Native,Extant,,63178
ZA,,,Native,Extant,Resident,63179
ZA,,,Native,Extant,Resident,63180
NAT-OO,,,Native,Extant,Resident,63182
TVL-NP,,,Native,Extant,Resident,63182
ZA,,,Native,Extant,Resident,63182
CPP-EC,,,Native,Extant,Resident,63182
NA,,,Native,Extant,Resident,63183
ZW,,,Native,Extant,Resident,63183
CD,,,Native,Extant,Resident,63183
MZ,,,Native,Extant,Resident,63183
ZA,,,Native,Extant,Resident,63183
BW,,,Native,Extant,Resident,63183
NA,,,Native,Extant,,63183
ZW,,,Native,Extant,,63183
BW,,,Native,Extant,,63183
ZA,,,Native,Extant,,63183
MZ,,,Native,Extant,,63183
TVL-MP,,,Native,Extant,,63183
TVL-NP,,,Native,Extant,,63183
TVL-NW,,,Native,Extant,,63183
NAT-OO,,,Native,Extant,,63183
CPP-WC,,,Native,Extant,,63183
CPP-EC,,,Native,Extant,,63183
CPP-NC,,,Native,Extant,,63183
TVL-GA,,,Native,Extant,,63183
OFS-OO,,,Native,Extant,,63183
NAM-OO,,,Native,Extant,,63183
ZA,,,Native,Extant,Resident,63184
ZA,,,Native,Extant,Resident,63185
CPP-WC,,,Native,Extant,Resident,63191
ZA,,,Native,Extant,Resident,63191
CPP-EC,,,Native,Extant,Resident,63191
CPP-WC,,,Native,Extant,,63191
ZA,,,Native,Extant,,63191
CPP-EC,,,Native,Extant,,63191
NA,,,Native,Extant,Resident,63193
ZA,,,Native,Extant,Resident,63193
NA,,,Native,Extant,,63193
ZA,,,Native,Extant,,63193
ZW,,,Native,Extant,Resident,63194
MZ,,,Native,Extant,Resident,63194
ZA,,,Native,Extant,Resident,63194
ZA,,,Native,Extant,Resident,63195
ZA,,,Native,Extant,Resident,63201
ZA,,,Native,Extant,,63201
CPP-WC,,,Native,Extant,Resident,63202
NAT-OO,,,Native,Possibly Extinct,,63202
ZA,,,Native,Extant,Resident,63202
CPP-EC,,,Native,Extant,Resident,63202
ZA,,,Native,Extant,Resident,63203
NA,,,Native,Extant,Resident,63204
ZM,,,Native,Extant,Resident,63204
MZ,,,Native,Presence Uncertain,,63204
ZA,,,Native,Extant,Resident,63204
BW,,,Native,Extant,Resident,63204
ZW,,,Native,Extant,Resident,63208
ZA,,,Native,Extant,Resident,63208
ZW,,,Native,Extant,,63208
ZA,,,Native,Extant,,63208
NA,,,Native,Extant,,63212
ZW,,,Native,Extant,,63212
ZM,,,Native,Extant,,63212
TVL-NP,,,Native,Extant,,63212
ZA,,,Native,Extant,,63212
CPV-OO,,,Native,Extant,,63212
BW,,,Native,Extant,,63212
NA,,,Native,Extant,Resident,63212
ZW,,,Native,Extant,Resident,63212
CD,,,Native,Extant,Resident,63212
ZM,,,Native,Extant,Resident,63212
TVL-NP,,,Native,Extant,Resident,63212
ZA,,,Native,Extant,Resident,63212
CPV-OO,,,Native,Extant,Resident,63212
BW,,,Native,Extant,Resident,63212
AO,,,Native,Extant,Resident,63214
ZW,,,Native,Extant,Resident,63214
CD,,,Native,Presence Uncertain,,63214
ZM,,,Native,Extant,Resident,63214
TVL-NP,,,Native,Extant,Resident,63214
MZ,,,Native,Extant,Resident,63214
ZA,,,Native,Extant,Resident,63214
CPP-WC,,,Native,Extant,Resident,63216
ZA,,,Native,Extant,Resident,63216
ZA,,,Native,Extant,Resident,63218
CPP-WC,,,Native,Extant,Resident,63219
ZA,,,Native,Extant,Resident,63219
CPP-WC,,,Native,Extant,Resident,6973
ZA,,,Native,Extant,Resident,6973
CPP-EC,,,Native,Extant,Resident,6973
CPP-WC,,,Native,Extant,Resident,6975
ZA,,,Native,Extant,Resident,6975
ZW,,,Native,Extant,Resident,59813
ET,,,Native,Extant,Resident,59813
ER,,,Native,Extant,Resident,59813
CD,,,Native,Extant,Resident,59813
ANG-OO,,,Native,Extant,Resident,59813
AO,,,Native,Extant,Resident,59813
KE,,,Native,Extant,Resident,59813
MW,,,Native,Extant,Resident,59813
MZ,,,Native,Extant,Resident,59813
NA,,,Native,Extant,Resident,59813
ZA,,,Native,Extant,Resident,59813
SD,,,Native,Extant,Resident,59813
SZ,,,Native,Extant,Resident,59813
TZ,,,Native,Extant,Resident,59813
UG,,,Native,Extant,Resident,59813
ZM,,,Native,Extant,Resident,59813
SA,,,Native,Extant,Resident,59813
TVL-NP,,,Native,Extant,Resident,59813
NAT-OO,,,Native,Extant,Resident,59813
TVL-GA,,,Native,Extant,Resident,59813
OFS-OO,,,Native,Extant,Resident,59813
CPP-EC,,,Native,Extant,Resident,59813
NAM-OO,,,Native,Extant,Resident,59813
TVL-MP,,,Native,Extant,Resident,59813
TVL-NW,,,Native,Extant,Resident,59813
CPP-WC,,,Native,Extant,Resident,59813
YE,,,Native,Extant,Resident,59813
SO,,,Native,Presence Uncertain,,59813
BW,,,Native,Presence Uncertain,,59813
BI,,,Native,Presence Uncertain,,59813
CF,,,Native,Presence Uncertain,,59813
DJ,,,Native,Presence Uncertain,,59813
LS,,,Native,Presence Uncertain,,59813
SS,,,Native,Extant,Resident,59813
SA,,,Native,Extant,Resident,59902
ZW,,,Native,Extant,Resident,59902
ZM,,,Native,Extant,Resident,59902
UG,,,Native,Extant,Resident,59902
TZ,,,Native,Extant,Resident,59902
SD,,,Native,Extant,Resident,59902
GH,,,Native,Extant,Resident,59902
GM,,,Native,Extant,Resident,59902
ET,,,Native,Extant,Resident,59902
CI,,,Native,Extant,Resident,59902
TD,,,Native,Extant,Resident,59902
BW,,,Native,Extant,Resident,59902
AO,,,Native,Extant,Resident,59902
GW,,,Native,Presence Uncertain,Resident,59902
KE,,,Native,Extant,Resident,59902
LS,,,Native,Extant,Resident,59902
MW,,,Native,Extant,Resident,59902
ML,,,Native,Extant,Resident,59902
MR,,,Native,Extant,Resident,59902
MZ,,,Native,Extant,Resident,59902
NA,,,Native,Extant,Resident,59902
NE,,,Native,Extant,Resident,59902
SN,,,Native,Extant,Resident,59902
ZA,,,Native,Extant,Resident,59902
NAM-OO,,,Native,Extant,Resident,59902
CPV-OO,,,Native,Extant,Resident,59902
ANG-OO,,,Native,Extant,Resident,59902
CM,,,Native,Extant,Resident,59902
CV,,,Native,Extant,Resident,59902
YEM-NY,,,Native,Extant,Resident,59902
YE,,,Native,Extant,Resident,59902
TVL-GA,,,Native,Extant,Resident,59902
OFS-OO,,,Native,Extant,Resident,59902
NAT-OO,,,Native,Extant,Resident,59902
TVL-NP,,,Native,Extant,Resident,59902
TVL-MP,,,Native,Extant,Resident,59902
TVL-NW,,,Native,Extant,Resident,59902
CPP-NC,,,Native,Extant,Resident,59902
NG,,,Native,Extant,Resident,59902
CD,,,Native,Extant,Resident,59902
SO,,,Native,Extant,Resident,59902
TG,,,Native,Presence Uncertain,,59902
BF,,,Native,Presence Uncertain,,59902
GN,,,Native,Presence Uncertain,,59902
SL,,,Native,Presence Uncertain,,59902
BJ,,,Native,Presence Uncertain,,59902
BI,,,Origin Uncertain,Presence Uncertain,,59902
RW,,,Native,Presence Uncertain,,59902
SS,,,Native,Presence Uncertain,,59902
SZ,,,Native,Presence Uncertain,,59902
ZW,,,Native,Extant,Resident,59860
ZM,,,Native,Extant,Resident,59860
UG,,,Native,Extant,Resident,59860
TG,,,Native,Extant,Resident,59860
TZ,,,Native,Extant,Resident,59860
SD,,,Native,Extant,Resident,59860
ZA,,,Native,Extant,Resident,59860
SO,,,Native,Extant,Resident,59860
SL,,,Native,Extant,Resident,59860
CI,,,Native,Extant,Resident,59860
CD,,,Native,Extant,Resident,59860
TD,,,Native,Extant,Resident,59860
CM,,,Native,Extant,Resident,59860
BW,,,Native,Extant,Resident,59860
AO,,,Native,Extant,Resident,59860
CG,,,Native,Extant,Resident,59860
CF,,,Native,Extant,Resident,59860
BI,,,Native,Extant,Resident,59860
ET,,,Native,Extant,Resident,59860
GH,,,Native,Extant,Resident,59860
GN,,,Native,Extant,Resident,59860
GW,,,Native,Extant,Resident,59860
KE,,,Native,Extant,Resident,59860
LR,,,Native,Extant,Resident,59860
MG,,,Native,Extant,Resident,59860
MW,,,Native,Extant,Resident,59860
ML,,,Native,Extant,Resident,59860
MZ,,,Native,Extant,Resident,59860
NA,,,Native,Extant,Resident,59860
YE,,,Native,Extant,Resident,59860
AE,,,Native,Extant,Resident,59860
RW,,,Native,Extant,Resident,59860
NAM-OO,,,Native,Extant,Resident,59860
CPV-OO,,,Native,Extant,Resident,59860
ANG-OO,,,Native,Extant,Resident,59860
BF,,,Native,Extant,Resident,59860
CPP-EC,,,Native,Extant,Resident,59860
OFS-OO,,,Native,Extant,Resident,59860
TVL-GA,,,Native,Extant,Resident,59860
NAT-OO,,,Native,Extant,Resident,59860
TVL-NP,,,Native,Extant,Resident,59860
TVL-MP,,,Native,Extant,Resident,59860
TVL-NW,,,Native,Extant,Resident,59860
CPP-WC,,,Native,Extant,Resident,59860
SZ,,,Native,Extant,Resident,59860
IL,,,Native,Extant,Resident,59860
JO,,,Native,Extant,Resident,59860
OM,,,Native,Extant,Resident,59860
SA,,,Native,Extant,Resident,59860
BJ,,,Native,Extant,Resident,59860
GA,,,Native,Extant,Resident,59860
SN,,,Native,Presence Uncertain,Resident,59860
NG,,,Native,Presence Uncertain,Resident,59860
NE,,,Native,Presence Uncertain,Resident,59860
SS,,,Native,Presence Uncertain,Resident,59860
LS,,,Native,Presence Uncertain,Resident,59860
EQG-OO,,,Native,Presence Uncertain,Resident,59860
GQ,,,Native,Presence Uncertain,Resident,59860
YE,,,Native,Extant,Resident,59952
LS,,,Native,Extant,Resident,59952
KE,,,Native,Extant,Resident,59952
ET,,,Native,Extant,Resident,59952
ER,,,Native,Extant,Resident,59952
CD,,,Native,Extant,Resident,59952
TD,,,Native,Extant,Resident,59952
CM,,,Native,Extant,Resident,59952
BW,,,Native,Extant,Resident,59952
AO,,,Native,Extant,Resident,59952
MW,,,Native,Extant,Resident,59952
MZ,,,Native,Extant,Resident,59952
NA,,,Native,Extant,Resident,59952
ZA,,,Native,Extant,Resident,59952
SD,,,Native,Extant,Resident,59952
SZ,,,Native,Extant,Resident,59952
TZ,,,Native,Extant,Resident,59952
UG,,,Native,Extant,Resident,59952
ZM,,,Native,Extant,Resident,59952
ZW,,,Native,Extant,Resident,59952
SA,,,Native,Extant,Resident,59952
TVL-NP,,,Native,Extant,Resident,59952
NAT-OO,,,Native,Extant,Resident,59952
TVL-GA,,,Native,Extant,Resident,59952
OFS-OO,,,Native,Extant,Resident,59952
CPP-EC,,,Native,Extant,Resident,59952
RW,,,Native,Extant,Resident,59952
NAM-OO,,,Native,Extant,Resident,59952
CPV-OO,,,Native,Extant,Resident,59952
ML,,,Native,Extant,Resident,59952
ANG-OO,,,Native,Extant,Resident,59952
KM,,,Native,Extant,Resident,59952
MG,,,Native,Extant,Resident,59952
TVL-MP,,,Native,Extant,Resident,59952
CPP-NC,,,Native,Extant,Resident,59952
CPP-WC,,,Native,Extant,Resident,59952
YEM-NY,,,Native,Extant,Resident,59952
YEM-SY,,,Native,Extant,Resident,59952
SO,,,Native,Extant,Resident,59952
GM,,,Native,Extant,Resident,59952
BI,,,Native,Presence Uncertain,Resident,59952
DJ,,,Native,Presence Uncertain,Resident,59952
SS,,,Native,Presence Uncertain,Resident,59952
ZW,,,Native,Extant,Resident,59965
ZM,,,Native,Extant,Resident,59965
UG,,,Native,Extant,Resident,59965
TG,,,Native,Extant,Resident,59965
TZ,,,Native,Extant,Resident,59965
ZA,,,Native,Extant,Resident,59965
SO,,,Native,Extant,Resident,59965
SN,,,Native,Extant,Resident,59965
NE,,,Native,Extant,Resident,59965
NA,,,Native,Extant,Resident,59965
MZ,,,Native,Extant,Resident,59965
MR,,,Native,Extant,Resident,59965
ML,,,Native,Extant,Resident,59965
MG,,,Native,Extant,Resident,59965
KE,,,Native,Extant,Resident,59965
GH,,,Native,Extant,Resident,59965
GM,,,Native,Extant,Resident,59965
ET,,,Native,Extant,Resident,59965
DZ,,,Native,Extant,Resident,59965
ES,,,Native,Extant,Resident,59965
PT,,,Native,Extant,Resident,59965
SIC-SI,,,Native,Extant,Resident,59965
SAR-OO,,,Native,Extant,Resident,59965
IT,,,Native,Extant,Resident,59965
TR,,,Native,Extant,Resident,59965
SZ,,,Native,Extant,Resident,59965
SD,,,Native,Extant,Resident,59965
LS,,,Native,Extant,Resident,59965
EG,,,Native,Extant,Resident,59965
LY,,,Native,Extant,Resident,59965
MA,,,Native,Extant,Resident,59965
TN,,,Native,Extant,Resident,59965
AO,,,Native,Extant,Resident,59965
BW,,,Native,Extant,Resident,59965
BF,,,Native,Extant,Resident,59965
CM,,,Native,Extant,Resident,59965
CD,,,Native,Extant,Resident,59965
CI,,,Native,Extant,Resident,59965
SA,,,Native,Extant,Resident,59965
PS,,,Native,Extant,Resident,59965
KW,,,Native,Extant,Resident,59965
JO,,,Native,Extant,Resident,59965
IL,,,Native,Extant,Resident,59965
TUR-OO,,,Native,Extant,Resident,59965
SY,,,Native,Extant,Resident,59965
CV,,,Native,Extant,Resident,59965
ANG-OO,,,Native,Extant,Resident,59965
CPV-OO,,,Native,Extant,Resident,59965
NAM-OO,,,Native,Extant,Resident,59965
SS,,,Native,Extant,Resident,59965
IR,,,Native,Extant,Resident,59965
IQ,,,Native,Extant,Resident,59965
CPP-WC,,,Native,Extant,Resident,59965
TVL-NW,,,Native,Extant,Resident,59965
TVL-MP,,,Native,Extant,Resident,59965
TVL-NP,,,Native,Extant,Resident,59965
NAT-OO,,,Native,Extant,Resident,59965
TVL-GA,,,Native,Extant,Resident,59965
OFS-OO,,,Native,Extant,Resident,59965
CPP-EC,,,Native,Extant,Resident,59965
SPA-SP,,,Native,Extant,Resident,59965
CNY-OO,,,Native,Extant,Resident,59965
POR-OO,,,Native,Extant,Resident,59965
MT,,,Native,Extant,Resident,59965
YT,,,Native,Extant,Resident,59965
NG,,,Native,Extant,Resident,59965
MW,,,Native,Extant,Resident,59965
GN,,,Native,Extant,Resident,59965
CG,,,Native,Extant,Resident,59965
GA,,,Native,Extant,Resident,59965
LR,,,Native,Presence Uncertain,Resident,59965
GW,,,Native,Presence Uncertain,Resident,59965
TD,,,Native,Presence Uncertain,Resident,59965
CF,,,Native,Presence Uncertain,Resident,59965
RW,,,Native,Presence Uncertain,Resident,59965
ER,,,Native,Presence Uncertain,Resident,59965
DJ,,,Native,Presence Uncertain,Resident,59965
BI,,,Native,Presence Uncertain,Resident,59965
BJ,,,Native,Presence Uncertain,Resident,59965
SL,,,Native,Presence Uncertain,Resident,59965
EQG-OO,,,Native,Presence Uncertain,Resident,59965
GQ,,,Native,Presence Uncertain,Resident,59965
GR,,,Native,Extant,Resident,59965
EAI-OO,,,Native,Extant,Resident,59965
ZW,,,Native,Extant,Resident,59967
ZM,,,Native,Extant,Resident,59967
UG,,,Native,Extant,Resident,59967
TG,,,Native,Extant,Resident,59967
TZ,,,Native,Extant,Resident,59967
SD,,,Native,Extant,Resident,59967
ZA,,,Native,Extant,Resident,59967
SO,,,Native,Extant,Resident,59967
SL,,,Native,Extant,Resident,59967
SN,,,Native,Extant,Resident,59967
GM,,,Native,Extant,Resident,59967
ET,,,Native,Extant,Resident,59967
CI,,,Native,Extant,Resident,59967
CD,,,Native,Extant,Resident,59967
TD,,,Native,Extant,Resident,59967
CM,,,Native,Extant,Resident,59967
BF,,,Native,Extant,Resident,59967
BW,,,Native,Extant,Resident,59967
BJ,,,Native,Extant,Resident,59967
CF,,,Native,Extant,Resident,59967
AO,,,Native,Extant,Resident,59967
GH,,,Native,Extant,Resident,59967
GN,,,Native,Extant,Resident,59967
KE,,,Native,Extant,Resident,59967
LR,,,Native,Extant,Resident,59967
MW,,,Native,Extant,Resident,59967
ML,,,Native,Extant,Resident,59967
MZ,,,Native,Extant,Resident,59967
NA,,,Native,Extant,Resident,59967
NAM-OO,,,Native,Extant,Resident,59967
CPV-OO,,,Native,Extant,Resident,59967
MR,,,Native,Extant,Resident,59967
ANG-OO,,,Native,Extant,Resident,59967
TVL-GA,,,Native,Extant,Resident,59967
TVL-NP,,,Native,Extant,Resident,59967
TVL-MP,,,Native,Extant,Resident,59967
TVL-NW,,,Native,Extant,Resident,59967
SA,,,Native,Extant,Resident,59967
NG,,,Native,Extant,Resident,59967
GW,,,Native,Presence Uncertain,,59967
BI,,,Native,Presence Uncertain,,59967
RW,,,Native,Presence Uncertain,,59967
SS,,,Native,Extant,Resident,59967
YE,,,Native,Extant,Resident,60052
AE,,,Native,Extant,Resident,60052
TR,,,Native,Extant,Resident,60052
PS,,,Native,Extant,Resident,60052
OM,,,Native,Extant,Resident,60052
JO,,,Native,Extant,Resident,60052
IL,,,Native,Extant,Resident,60052
CY,,,Native,Extant,Resident,60052
ZW,,,Native,Extant,Resident,60052
ZM,,,Native,Extant,Resident,60052
UG,,,Native,Extant,Resident,60052
TG,,,Native,Extant,Resident,60052
TZ,,,Native,Extant,Resident,60052
SD,,,Native,Extant,Resident,60052
CM,,,Native,Extant,Resident,60052
BF,,,Native,Extant,Resident,60052
BW,,,Native,Extant,Resident,60052
BJ,,,Native,Extant,Resident,60052
AO,,,Native,Extant,Resident,60052
MA,,,Native,Extant,Resident,60052
LY,,,Native,Extant,Resident,60052
EG,,,Native,Extant,Resident,60052
DZ,,,Native,Extant,Resident,60052
ES,,,Native,Extant,Resident,60052
PT,,,Native,Extant,Resident,60052
IT,,,Native,Extant,Resident,60052
BI,,,Origin Uncertain,Possibly Extinct,,60052
CF,,,Native,Possibly Extinct,,60052
MR,,,Native,Possibly Extinct,,60052
RW,,,Native,Possibly Extinct,,60052
SZ,,,Native,Possibly Extinct,,60052
FR,,,Native,Extant,Resident,60052
GR,,,Native,Extant,Resident,60052
TD,,,Native,Extant,Resident,60052
CD,,,Native,Extant,Resident,60052
CI,,,Native,Extant,Resident,60052
ER,,,Native,Extant,Resident,60052
ET,,,Native,Extant,Resident,60052
GM,,,Native,Extant,Resident,60052
GH,,,Native,Extant,Resident,60052
GW,,,Native,Extant,Resident,60052
KE,,,Native,Extant,Resident,60052
LR,,,Native,Extant,Resident,60052
MG,,,Native,Extant,Resident,60052
ML,,,Native,Extant,Resident,60052
MU,,,Native,Extant,Resident,60052
MZ,,,Native,Extant,Resident,60052
NA,,,Native,Extant,Resident,60052
NG,,,Native,Extant,Resident,60052
RE,,,Native,Extant,Resident,60052
SN,,,Native,Extant,Resident,60052
SL,,,Native,Extant,Resident,60052
SO,,,Native,Extant,Resident,60052
ZA,,,Native,Extant,Resident,60052
OFS-OO,,,Native,Extant,Resident,60052
NE,,,Native,Extant,Resident,60052
NAM-OO,,,Native,Extant,Resident,60052
CPV-OO,,,Native,Extant,Resident,60052
MAU-OO,,,Native,Extant,Resident,60052
ANG-OO,,,Native,Extant,Resident,60052
CV,,,Native,Extant,Resident,60052
TVL-GA,,,Native,Extant,Resident,60052
NAT-OO,,,Native,Extant,Resident,60052
TVL-NP,,,Native,Extant,Resident,60052
TVL-MP,,,Native,Extant,Resident,60052
TVL-NW,,,Native,Extant,Resident,60052
CPP-NC,,,Native,Extant,Resident,60052
CPP-WC,,,Native,Extant,Resident,60052
SS,,,Native,Extant,Resident,60052
BH,,,Native,Extant,Resident,60052
IR,,,Native,Extant,Resident,60052
IQ,,,Native,Extant,Resident,60052
KW,,,Native,Extant,Resident,60052
LB,,,Native,Extant,Resident,60052
QA,,,Native,Extant,Resident,60052
SA,,,Native,Extant,Resident,60052
SY,,,Native,Extant,Resident,60052
TUR-OO,,,Native,Extant,Resident,60052
YEM-NY,,,Native,Extant,Resident,60052
YEM-SY,,,Native,Extant,Resident,60052
TN,,,Native,Extant,Resident,60052
SIN-OO,,,Native,Extant,Resident,60052
EGY-OO,,,Native,Extant,Resident,60052
KRI-OO,,,Native,Extant,Resident,60052
GRC-OO,,,Native,Extant,Resident,60052
EAI-OO,,,Native,Extant,Resident,60052
FRA-FR,,,Native,Extant,Resident,60052
COR-OO,,,Native,Extant,Resident,60052
AL,,,Native,Extant,Resident,60052
ITA-IT,,,Native,Extant,Resident,60052
SAR-OO,,,Native,Extant,Resident,60052
SIC-SI,,,Native,Extant,Resident,60052
MT,,,Native,Extant,Resident,60052
POR-OO,,,Native,Extant,Resident,60052
CNY-OO,,,Native,Extant,Resident,60052
SPA-SP,,,Native,Extant,Resident,60052
MW,,,Native,Extant,Resident,60052
CG,,,Native,Extant,Resident,60052
GN,,,Native,Extant,Resident,60052
LS,,,Native,Presence Uncertain,Resident,60052
DJ,,,Native,Presence Uncertain,Resident,60052
GQ,,,Native,Extant,Resident,60052
EQG-OO,,,Native,Presence Uncertain,Resident,60052
GA,,,Native,Presence Uncertain,Resident,60052
YE,,,Native,Extant,Resident,60053
AE,,,Native,Extant,Resident,60053
TR,,,Native,Extant,Resident,60053
OM,,,Native,Extant,Resident,60053
JO,,,Native,Extant,Resident,60053
IL,,,Native,Extant,Resident,60053
ZW,,,Native,Extant,Resident,60053
ZM,,,Native,Extant,Resident,60053
ET,,,Native,Extant,Resident,60053
GQ,,,Native,Extant,Resident,60053
CI,,,Native,Extant,Resident,60053
CD,,,Native,Extant,Resident,60053
KM,,,Native,Extant,Resident,60053
TD,,,Native,Extant,Resident,60053
CF,,,Native,Extant,Resident,60053
CM,,,Native,Extant,Resident,60053
BF,,,Native,Extant,Resident,60053
BW,,,Native,Extant,Resident,60053
BJ,,,Native,Extant,Resident,60053
BI,,,Native,Extant,Resident,60053
CG,,,Native,Extant,Resident,60053
LS,,,Native,Extant,Resident,60053
RW,,,Native,Extant,Resident,60053
ST,,,Native,Extant,Resident,60053
DZ,,,Native,Extant,Resident,60053
EG,,,Native,Extant,Resident,60053
LY,,,Native,Extant,Resident,60053
MA,,,Native,Extant,Resident,60053
TN,,,Native,Extant,Resident,60053
AO,,,Native,Extant,Resident,60053
GA,,,Native,Extant,Resident,60053
GM,,,Native,Extant,Resident,60053
GH,,,Native,Extant,Resident,60053
GN,,,Native,Extant,Resident,60053
GW,,,Native,Extant,Resident,60053
KE,,,Native,Extant,Resident,60053
LR,,,Native,Extant,Resident,60053
MG,,,Native,Extant,Resident,60053
MW,,,Native,Extant,Resident,60053
ML,,,Native,Extant,Resident,60053
MR,,,Native,Extant,Resident,60053
MZ,,,Native,Extant,Resident,60053
NA,,,Native,Extant,Resident,60053
NE,,,Native,Extant,Resident,60053
NG,,,Native,Extant,Resident,60053
SC,,,Native,Extant,Resident,60053
SL,,,Native,Extant,Resident,60053
SO,,,Native,Extant,Resident,60053
ZA,,,Native,Extant,Resident,60053
SD,,,Native,Extant,Resident,60053
SZ,,,Native,Extant,Resident,60053
TZ,,,Native,Extant,Resident,60053
TG,,,Native,Extant,Resident,60053
UG,,,Native,Extant,Resident,60053
YT,,,Native,Extant,Resident,60053
KW,,,Native,Extant,Resident,60053
SA,,,Native,Extant,Resident,60053
YEM-NY,,,Native,Extant,Resident,60053
SOC-OO,,,Native,Extant,Resident,60053
YEM-SY,,,Native,Extant,Resident,60053
NAM-OO,,,Native,Extant,Resident,60053
CPV-OO,,,Native,Extant,Resident,60053
EQG-OO,,,Native,Extant,Resident,60053
GGI-BI,,,Native,Extant,Resident,60053
CAB-OO,,,Native,Extant,Resident,60053
ANG-OO,,,Native,Extant,Resident,60053
SIN-OO,,,Native,Extant,Resident,60053
EGY-OO,,,Native,Extant,Resident,60053
CNY-OO,,,Native,Extant,Resident,60053
ES,,,Native,Extant,Resident,60053
CV,,,Native,Extant,Resident,60053
GGI-ST,,,Native,Extant,Resident,60053
SN,,,Native,Extant,Resident,60053
SS,,,Native,Extant,Resident,60053
CY,,,Native,Extant,Resident,60053
IR,,,Native,Extant,Resident,60053
LB,,,Native,Extant,Resident,60053
PS,,,Native,Extant,Resident,60053
SY,,,Native,Extant,Resident,60053
TUR-OO,,,Native,Extant,Resident,60053
OFS-OO,,,Native,Extant,Resident,60053
TVL-GA,,,Native,Extant,Resident,60053
NAT-OO,,,Native,Extant,Resident,60053
TVL-NP,,,Native,Extant,Resident,60053
TVL-MP,,,Native,Extant,Resident,60053
TVL-NW,,,Native,Extant,Resident,60053
CPP-NC,,,Native,Extant,Resident,60053
CPP-WC,,,Native,Extant,Resident,60053
ER,,,Native,Extant,Resident,60053
DJ,,,Native,Presence Uncertain,Resident,60053
KRI-OO,,,Native,Extant,Resident,60053
GR,,,Native,Extant,Resident,60053
YE,,,Native,Extant,Resident,60062
AE,,,Native,Extant,Resident,60062
PK,,,Native,Extant,Resident,60062
OM,,,Native,Extant,Resident,60062
IR,,,Native,Extant,Resident,60062
ZW,,,Native,Extant,Resident,60062
CI,,,Native,Extant,Resident,60062
CD,,,Native,Extant,Resident,60062
KM,,,Native,Extant,Resident,60062
TD,,,Native,Extant,Resident,60062
BF,,,Native,Extant,Resident,60062
BW,,,Native,Extant,Resident,60062
AO,,,Native,Extant,Resident,60062
IN,,,Native,Extant,Resident,60062
TN,,,Native,Extant,Resident,60062
MA,,,Native,Extant,Resident,60062
LY,,,Native,Extant,Resident,60062
BJ,,,Native,Extant,Resident,60062
CG,,,Native,Extant,Resident,60062
MR,,,Native,Extinct Post-1500,Resident,60062
DZ,,,Native,Extant,Resident,60062
EG,,,Native,Extant,Resident,60062
ER,,,Native,Extant,Resident,60062
ET,,,Native,Extant,Resident,60062
GM,,,Native,Extant,Resident,60062
GH,,,Native,Extant,Resident,60062
GW,,,Native,Extant,Resident,60062
KE,,,Native,Extant,Resident,60062
LR,,,Native,Extant,Resident,60062
MG,,,Native,Extant,Resident,60062
MW,,,Native,Extant,Resident,60062
ML,,,Native,Extant,Resident,60062
MZ,,,Native,Extant,Resident,60062
NA,,,Native,Extant,Resident,60062
SN,,,Native,Extant,Resident,60062
SO,,,Native,Extant,Resident,60062
ZA,,,Native,Extant,Resident,60062
SD,,,Native,Extant,Resident,60062
SZ,,,Native,Presence Uncertain,Resident,60062
TZ,,,Native,Extant,Resident,60062
TG,,,Native,Extant,Resident,60062
UG,,,Native,Extant,Resident,60062
ZM,,,Native,Extant,Resident,60062
SA,,,Native,Extant,Resident,60062
NAM-OO,,,Native,Extant,Resident,60062
CPV-OO,,,Native,Extant,Resident,60062
CAB-OO,,,Native,Extant,Resident,60062
YEM-SY,,,Native,Extant,Resident,60062
YEM-NY,,,Native,Extant,Resident,60062
IT,,,Native,Extant,Resident,60062
SAR-OO,,,Native,Extant,Resident,60062
ES,,,Native,Extant,Resident,60062
SPA-SP,,,Native,Extant,Resident,60062
NG,,,Native,Extant,Resident,60062
ANG-OO,,,Native,Extant,Resident,60062
LK,,,Native,Extant,Resident,60062
CPP-NC,,,Native,Extant,Resident,60062
