AOO.justification,AOO.range,AOOContinuingDecline.isInContinuingDecline,AOOContinuingDecline.justification,AOOContinuingDecline.qualifier,AOODetails.breedingRange,AOODetails.breedingRangeJustification,AOODetails.nonbreedingRange,AOODetails.nonbreedingRangeJustification,AOOExtremeFluctuation.isFluctuating,AOOExtremeFluctuation.justification,AreaRestricted.isRestricted,AreaRestricted.justification,AvgAnnualFecundity.fecundity,AvgReproductiveAge.age,AvgReproductiveAge.units,BirthSize.size,Congregatory.value,CropWildRelative.isRelative,CurrentTrendDataDerivation.value,DepthLower.limit,DepthUpper.limit,DepthZone.depthZone,EOO.justification,EOO.range,EOOContinuingDecline.isContinuingDecline,EOOContinuingDecline.justification,EOOContinuingDecline.qualifier,EOOExtremeFluctuation.isFluctuating,EOOExtremeFluctuation.justification,EggLaying.layEggs,ElevationLower.limit,ElevationUpper.limit,ExtinctionProbabilityGenerations3.justification,ExtinctionProbabilityGenerations3.range,ExtinctionProbabilityGenerations5.justification,ExtinctionProbabilityGenerations5.range,ExtinctionProbabilityYears100.justification,ExtinctionProbabilityYears100.range,FemaleMaturityAge.age,FemaleMaturityAge.units,FemaleMaturitySize.size,FreeLivingLarvae.hasStage,GenerationLength.justification,GenerationLength.quality,GenerationLength.range,GestationTime.time,GestationTime.units,HabitatContinuingDecline.isDeclining,HabitatContinuingDecline.justification,HabitatContinuingDecline.qualifier,IdentificationDescription.text,InPlaceEducationControlled.note,InPlaceEducationControlled.value,InPlaceEducationInternationalLegislation.note,InPlaceEducationInternationalLegislation.value,InPlaceEducationSubjectToPrograms.note,InPlaceEducationSubjectToPrograms.value,InPlaceLandWaterProtectionAreaPlanned.note,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceLandWaterProtectionInPA.note,InPlaceLandWaterProtectionInPA.value,InPlaceLandWaterProtectionInvasiveControl.note,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionPercentProtected.note,InPlaceLandWaterProtectionPercentProtected.value,InPlaceLandWaterProtectionSitesIdentified.note,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceResearchMonitoringScheme.note,InPlaceResearchMonitoringScheme.value,InPlaceResearchRecoveryPlan.note,InPlaceResearchRecoveryPlan.value,InPlaceSpeciesManagementExSitu.note,InPlaceSpeciesManagementExSitu.value,InPlaceSpeciesManagementHarvestPlan.note,InPlaceSpeciesManagementHarvestPlan.value,InPlaceSpeciesManagementReintroduced.note,InPlaceSpeciesManagementReintroduced.value,LiveBirth.liveBirth,Livelihoods.noInfo,LocationContinuingDecline.inDecline,LocationContinuingDecline.justification,LocationContinuingDecline.qualifier,LocationExtremeFluctuation.isFluctuating,LocationExtremeFluctuation.justification,LocationsNumber.justification,LocationsNumber.range,Longevity.longevity,Longevity.units,MaleMaturityAge.age,MaleMaturityAge.units,MaleMaturitySize.size,MatureIndividualsSubpopulation.value,MaxSize.size,MaxSubpopulationSize.range,MovementPatterns.pattern,NaturalMortality.value,NoThreats.noThreats,NonConsumptiveUse.isNonConsumptiveUse,NonConsumptiveUseDescription.narrative,NotUtilized.isNotUtilized,Parthenogenesis.exhibitsParthenogenesis,PopulationContinuingDecline.isDeclining,PopulationContinuingDecline.justification,PopulationContinuingDecline.qualifier,PopulationDeclineGenerations1.justification,PopulationDeclineGenerations1.qualifier,PopulationDeclineGenerations1.range,PopulationDeclineGenerations2.justification,PopulationDeclineGenerations2.qualifier,PopulationDeclineGenerations2.range,PopulationDeclineGenerations3.justification,PopulationDeclineGenerations3.qualifier,PopulationDeclineGenerations3.range,PopulationExtremeFluctuation.isFluctuating,PopulationExtremeFluctuation.justification,PopulationIncreaseRate.narrative,PopulationReductionFuture.direction,PopulationReductionFuture.justification,PopulationReductionFuture.qualifier,PopulationReductionFuture.range,PopulationReductionFutureBasis.detail,PopulationReductionFutureBasis.value,PopulationReductionPast.direction,PopulationReductionPast.justification,PopulationReductionPast.qualifier,PopulationReductionPast.range,PopulationReductionPastBasis.detail,PopulationReductionPastBasis.value,PopulationReductionPastCeased.value,PopulationReductionPastReversible.value,PopulationReductionPastUnderstood.value,PopulationReductionPastandFuture.direction,PopulationReductionPastandFuture.justification,PopulationReductionPastandFuture.numYears,PopulationReductionPastandFuture.qualifier,PopulationReductionPastandFuture.range,PopulationReductionPastandFutureBasis.detail,PopulationReductionPastandFutureBasis.value,PopulationReductionPastandFutureCeased.value,PopulationReductionPastandFutureReversible.value,PopulationReductionPastandFutureUnderstood.value,PopulationSize.range,ReproductivePeriodicity.value,SevereFragmentation.isFragmented,SevereFragmentation.justification,SubpopulationContinuingDecline.isDeclining,SubpopulationContinuingDecline.justification,SubpopulationContinuingDecline.qualifier,SubpopulationExtremeFluctuation.isFluctuating,SubpopulationExtremeFluctuation.justification,SubpopulationNumber.justification,SubpopulationNumber.range,SubpopulationSingle.value,ThreatsUnknown.value,TrendInDomesticOfftake.value,TrendInWildOfftake.value,UTCaptiveHarvest.value,UTHarvestTrendComments.narrative,UTIntlCommercialValue.value,UTLocalLivelihood.localcommercial,UTLocalLivelihood.localcommercialDetail,UTLocalLivelihood.subsistence,UTLocalLivelihood.subsistenceRationale,UTNatlCommercialValue.value,UseTradeNoInformation.value,WaterBreeding.value,YearOfPopulationEstimate.value,internal_taxon_id
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,59978
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60060
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60062
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60005
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60076
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60078
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60079
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60010
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60011
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,Yes,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60013
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60014
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60015
,2000-20000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60018
,,,,,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60019
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,1800,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60022
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60025
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60030
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60031
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60032
,2000-1000000,,,,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,Yes,,No,,,Yes,,Yes,false,,,60033
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,Yes,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60034
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,Full Migrant,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60037
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,Full Migrant,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60038
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60044
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,2000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,Full Migrant,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60048
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,Full Migrant,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60049
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,Full Migrant,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60050
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60051
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,false,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60052
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60053
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60056
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60057
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60058
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60065
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,60068
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60069
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60072
,2000-1000000,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,60073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63171
,0-500,,,,,,,,,,,,,,,,,,,,,,,0-5000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,2,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63176
,,,,,,,,,,,,,,,,,,,,,,,,0-20000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63184
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,true,,,,,,,,,,,false,,,63185
,0-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63191
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Suspected,,,,,,,,,,,,,,,false,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63193
,,,,,,,,,,,,,,,,,,,,,,,,0-20000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,true,false,,true,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,false,,,,,,,,,,,false,,,63194
