Redlist_id,TaxonomicNotes.value,classname,family,genus,infraType,infra_authority,infra_name,internal_taxon_id,kingdom,ordername,phylum,species,taxonomicAuthority
54723,"Reports of this species occurring between Agulhas and Wilderness, the westernmost record of               <span lang=""EN-ZA""><em>Sclerophrys</em><em>&#160;</span></em><em>pardalis </em>(Minter <span style=""font-style: italic;"">et al. </span>2004) remain unconfirmed.",AMPHIBIA,BUFONIDAE,Amietophrynus,,,,54723,ANIMALIA,ANURA,CHORDATA,pantherinus,"(Smith, 1828)"
54724,,AMPHIBIA,BUFONIDAE,Amietophrynus,,,,54724,ANIMALIA,ANURA,CHORDATA,pardalis,"(Hewitt, 1935)"
54736,"There is confusion regarding the taxonomy of this species and <i>Amietophrynus garmani</i> (M. Largen, J. Poynton, L. Mazibuko and M. Tandy pers. comm.)",AMPHIBIA,BUFONIDAE,Amietophrynus,,,,54736,ANIMALIA,ANURA,CHORDATA,poweri,"(Hewitt, 1935)"
54745,,AMPHIBIA,BUFONIDAE,Amietophrynus,,,,54745,ANIMALIA,ANURA,CHORDATA,rangeri,"(Hewitt, 1935)"
54748,,AMPHIBIA,BUFONIDAE,Vandijkophrynus,,,,54748,ANIMALIA,ANURA,CHORDATA,robinsoni,"(Branch &amp; Braack, 1996)"
54793,,AMPHIBIA,BUFONIDAE,Poyntonophrynus,,,,54793,ANIMALIA,ANURA,CHORDATA,vertebralis,"(Smith, 1842)"
54801,,AMPHIBIA,BUFONIDAE,Capensibufo,,,,54801,ANIMALIA,ANURA,CHORDATA,tradouwi,"Hewitt, 1926"
54885,,AMPHIBIA,BUFONIDAE,Schismaderma,,,,54885,ANIMALIA,ANURA,CHORDATA,carens,"(Smith, 1848)"
55273,,AMPHIBIA,HELEOPHRYNIDAE,Hadromophryne,,,,55273,ANIMALIA,ANURA,CHORDATA,natalensis,"Hewitt, 1913"
55274,It is not clear that this species is distinct from <i>Heleophryne purcelli</i> (L. Minter pers. comm.).,AMPHIBIA,HELEOPHRYNIDAE,Heleophryne,,,,55274,ANIMALIA,ANURA,CHORDATA,orientalis,"FitzSimons, 1946"
55275,This species might include <i>Heleophryne orientalis</i> (L. Minter pers. comm.).,AMPHIBIA,HELEOPHRYNIDAE,Heleophryne,,,,55275,ANIMALIA,ANURA,CHORDATA,purcelli,"Sclater, 1898"
55276,,AMPHIBIA,HELEOPHRYNIDAE,Heleophryne,,,,55276,ANIMALIA,ANURA,CHORDATA,regis,"Hewitt, 1910"
55279,"This form is a complex of more than one species, probably comprising several species (M.-O. Rödel pers comm.). In many parts of its range, the distinction between this species and <em>Hemisus marmoratus</em> is not clear. Ongoing taxonomic work (by de Sá and colleagues) will result in reshaping our knowledge of cryptic species richness and distributions of populations currently assigned to <em>Hemisus marmoratus</em> and <em>H. guineensis</em>.",AMPHIBIA,HEMISOTIDAE,Hemisus,,,,55279,ANIMALIA,ANURA,CHORDATA,guineensis,"Cope, 1865"
55280,,AMPHIBIA,HEMISOTIDAE,Hemisus,,,,55280,ANIMALIA,ANURA,CHORDATA,guttatus,"(Rapp, 1842)"
55281,"It is possible that the subspecies <em>Hemisus marmoratus sudanensis</em> constitutes a separate species (Rödel 2000). This species is probably a complex comprising several species (M.-O. Rödel pers. comm.). Ongoing taxonomic work (by de Sá and colleagues) will result in reshaping our knowledge of cryptic diversity and distributions of populations currently assigned to <em>Hemisus marmoratus</em> and<em> </em><em><em>Hemisus </em> guineensis</em>. In several parts of its range, this species is not readily distinguishable from <em>Hemisus guineensis</em>.",AMPHIBIA,HEMISOTIDAE,Hemisus,,,,55281,ANIMALIA,ANURA,CHORDATA,marmoratus,"(Peters, 1854)"
56059,,AMPHIBIA,HYPEROLIIDAE,Afrixalus,,,,56059,ANIMALIA,ANURA,CHORDATA,delicatus,"Pickersgill, 1984"
56063,"Pickersgill (1996, 2007) recognized <i>Afrixalus unicolor</i> (Boettger, 1913) as a distinct species; thus <i>Afrixalus fornasinii</i> from South Africa to southern Tanzania (including the area around Lake Malawi) and <i>A. unicolor</i> from southern Tanzania (including Zanzibar and Pemba Islands) to Kenya. However, here we follow Schiøtz (1999) in considering these to constitute a single species.",AMPHIBIA,HYPEROLIIDAE,Afrixalus,,,,56063,ANIMALIA,ANURA,CHORDATA,fornasini,"(Bianconi, 1849)"
56065,"This species is closely related to <em>Afrixalus spinifrons</em> (Cope 1862).<span style=""background-color: white;""> Species boundaries in this complex are uncertain and taxonomic studies using calls, morphology and genetics are necessary.</span>",AMPHIBIA,HYPEROLIIDAE,Afrixalus,,,,56065,ANIMALIA,ANURA,CHORDATA,knysnae,"(Loveridge, 1954)"
56078,"<em>Afrixalus spinifrons</em> is an endemic species complex comprising <em>Afrixalus knysnae</em> and two subspecies, <em>Afrixalus spinifrons spinifrons</em> confined to the central KwaZulu-Natal coast and <em>A. s. intermedius</em> from the KwaZulu-Natal midlands (<em>sensu</em> Pickersgill 1996). Subpopulations from the Eastern Cape and KwaZulu-Natal previously assigned to <em>Afrixalus knysnae</em> were re-assigned to <em>A. spinifrons</em> (Pickersgill 1996). Tarrant (2012) showed that, according to molecular and morphological descriptions, Eastern Cape populations should be referred to <em>A. s. intermedius</em> instead of <em>A. s. spinifrons</em> as previously thought. Tarrant (2012) also suggested that the uMkomaas River is a possible boundary to <em>A. s. spinifrons</em>. The two subspecies are distinguishable on the basis of morphology, genetics and calls.",AMPHIBIA,HYPEROLIIDAE,Afrixalus,,,,56078,ANIMALIA,ANURA,CHORDATA,spinifrons,"(Cope, 1862)"
56108,"There has been considerable debate on the taxonomic status of this species and others in the <em>Hyperolius nasutus</em> complex. Here we follow Channing, Moyer and Burger (2002) in considering <em>Hyperolius acuticeps</em> to be distinct from <em>H. nasutus</em>. However, we also follow Amiet (2005) in assigning West  and Central African populations to <em>H. adspersus</em> and <em>H. igbettensis, </em>and Channing <em>et al.</em> (2013) in restricting <em>H. acuticeps </em>to Tanzania and Malawi, assigning the South African part of its range to <em>H. poweri</em>.",AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56108,ANIMALIA,ANURA,CHORDATA,acuticeps,"Ahl, 1931"
56112,,AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56112,ANIMALIA,ANURA,CHORDATA,argus,"Peters, 1854"
56142,,AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56142,ANIMALIA,ANURA,CHORDATA,horstockii,"(Schlegel, 1837)"
56163,"This species is part of the <em>Hyperolius viridiflavus</em> superspecies (Laurent 1983, Schiøtz 1971, 1999). It is considered here as a separate species following Wieczorek <em>et al.</em> (2000, 2001). It should be noted that the taxonomic relationships within this superspecies are still far from settled. Members of this superspecies, which consists of a large number of forms that are distributed, generally allopatrically, throughout the tropical African savanna, have a common morphology, voice and ecology, but with widely differing dorsal patterns. Laurent (1983) concluded that the concept of one species best expressed present knowledge, and A. Schiøtz (pers. comm.) agrees with this. Wieczorek <em>et al.</em> (2001) carried out an analysis based on mtDNA, and separated the forms that they examined into 10 species. However, they examined only 22 out of 45 recognized ""subspecies"". The following distinct forms were not treated in the analysis by Wieczorek <em>et al.</em> (2001) and therefore cannot be allocated to any their ten species: <em>spatzi, pallidus, pachydermus, destefanii, variabilis, coerulescens, karissimbiensis, francoisi, sheldricki, rubripes, mwanzae, reesi, bitaeniatus, rhodoscelis, nyassae, taeniatus, insignis, alborufus, epheboides, aposematicus</em> and <em>broadleyi</em>. An un-named form from Marsabit in northern Kenya also cannot be allocated within the Wieczorek <em>et al.</em> (2001) arrangement of species. The arrangement currently followed by the Global Amphibian Assessment is provisional, pending a more complete analysis of the relationships within the <em>Hyperolius viridiflavus</em> superspecies. A. Schiøtz (pers. comm.) considers that it would have been prefereable for the Global Amphibian Assessment to treat the <em>Hyperolius viridiflavus</em> superspecies as a single species, because under this arrangement, all the described forms are covered unambiguously. Pickersgill (2007) described <em>Hyperolius fumatus</em> as a new species, but we follow Frost (2007) Amphibian Species of the World 5.1 http://research.amnh.org/herpetology/amphibia/index.php in treating it as a synonym of <em>H. marmoratus</em>. Similarly, Pickersgill (2007) treated <em>verrucosus, taeniatus, aposematicus, alborufus,</em> and <em>nyassae</em> as separate species, but we follow Frost (2007) in including them under <em>H. marmoratus</em>.",AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56163,ANIMALIA,ANURA,CHORDATA,marmoratus,"Rapp, 1842"
56189,,AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56189,ANIMALIA,ANURA,CHORDATA,pusillus,"Cope, 1862"
56204,,AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56204,ANIMALIA,ANURA,CHORDATA,semidiscus,"Hewitt, 1927"
56217,,AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,56217,ANIMALIA,ANURA,CHORDATA,tuberilinguis,"Smith, 1849"
56231,,AMPHIBIA,HYPEROLIIDAE,Kassina,,,,56231,ANIMALIA,ANURA,CHORDATA,maculata,"(Duméril, 1853)"
56236,,AMPHIBIA,HYPEROLIIDAE,Kassina,,,,56236,ANIMALIA,ANURA,CHORDATA,senegalensis,"(Duméril &amp; Bibron, 1841)"
56267,,AMPHIBIA,ARTHROLEPTIDAE,Leptopelis,,,,56267,ANIMALIA,ANURA,CHORDATA,mossambicus,"Poynton, 1985"
56268,,AMPHIBIA,ARTHROLEPTIDAE,Leptopelis,,,,56268,ANIMALIA,ANURA,CHORDATA,natalensis,"(Smith, 1849)"
56297,,AMPHIBIA,HYPEROLIIDAE,Semnodactylus,,,,56297,ANIMALIA,ANURA,CHORDATA,wealii,"(Boulenger, 1882)"
57711,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57711,ANIMALIA,ANURA,CHORDATA,acutirostris,"Poynton, 1963"
57712,"This species hybridises in places with <i>Breviceps mossambicus</i>, leading to confusion about its distributional limits (Poynton and Broadley 1985). <i>Breviceps adspersus pentheri</i> in the Eastern Cape might be a distinct species L. Minter pers. comm.).",AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57712,ANIMALIA,ANURA,CHORDATA,adspersus,"Peters, 1882"
57713,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57713,ANIMALIA,ANURA,CHORDATA,bagginsi,"Minter, 2003"
57714,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57714,ANIMALIA,ANURA,CHORDATA,fuscus,"Hewitt, 1925"
57715,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57715,ANIMALIA,ANURA,CHORDATA,montanus,"Power, 1926"
57716,"This species hybridises in places with <i>Breviceps adspersus</i>, leading to confusion about its distributional limits (Poynton and Broadley 1985). Some specimens previously referred to <i>B. mossambicus</i> have recently been separated to a new species, <i>B. fichus</i> (Channing and Minter, 2004).",AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57716,ANIMALIA,ANURA,CHORDATA,mossambicus,"Peters, 1854"
57717,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57717,ANIMALIA,ANURA,CHORDATA,namaquensis,"Power, 1926"
57719,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57719,ANIMALIA,ANURA,CHORDATA,rosei,"Power, 1926"
57720,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57720,ANIMALIA,ANURA,CHORDATA,sopranus,"Minter, 2003"
57721,"There are questions regarding the validity of two subspecies: <span style=""font-style: italic;"">B</span><em>reviceps sylvestris sylvestris</em> and <em>B. s. taeniatus.</em>",AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57721,ANIMALIA,ANURA,CHORDATA,sylvestris,"FitzSimons, 1930"
57722,,AMPHIBIA,BREVICIPITIDAE,Breviceps,,,,57722,ANIMALIA,ANURA,CHORDATA,verrucosus,"Rapp, 1842"
57950,,AMPHIBIA,MICROHYLIDAE,Phrynomantis,,,,57950,ANIMALIA,ANURA,CHORDATA,annectens,"Werner, 1910"
57951,,AMPHIBIA,MICROHYLIDAE,Phrynomantis,,,,57951,ANIMALIA,ANURA,CHORDATA,bifasciatus,"(Smith, 1847)"
58057,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,58057,ANIMALIA,ANURA,CHORDATA,bicolor,"Hewitt, 1926"
58058,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,58058,ANIMALIA,ANURA,CHORDATA,drewesii,"Channing, Hendricks &amp; Dawood, 1994"
58059,,AMPHIBIA,PYXICEPHALIDAE,Anhydrophryne,,,,58059,ANIMALIA,ANURA,CHORDATA,hewitti,"(FitzSimons, 1947)"
58060,The taxonomy of <em>A. landdrosia</em> is under revision and is presently best considered complex. The current assessment will be an evaluation of the entire complex.,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,58060,ANIMALIA,ANURA,CHORDATA,landdrosia,"Dawood &amp; Channing, 2000"
58061,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,58061,ANIMALIA,ANURA,CHORDATA,lightfooti,"(Boulenger, 1910)"
58062,"This species was recently found to belong in the genus <span style=""font-style: italic;"">Anhydrophryne</span> rather than <span style=""font-style: italic;"">Arthroleptella</span> (Dawood and Stam 2006).",AMPHIBIA,PYXICEPHALIDAE,Anhydrophryne,,,,58062,ANIMALIA,ANURA,CHORDATA,ngongoniensis,"(Bishop &amp; Passmore, 1993)"
58063,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,58063,ANIMALIA,ANURA,CHORDATA,villiersi,"Hewitt, 1935"
58066,"This form consists of many cryptic species. We follow Channing <i>et al</i>. (2005) in removing Kenyan and Tanzanian population from this species, under the name <i>Cacosternum plimptoni</i>. Ethiopian populations should presumably also be separated as a distinct species, but for now we treat them as part of <i>C. boettgeri</i>.",AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58066,ANIMALIA,ANURA,CHORDATA,boettgeri,"(Boulenger, 1882)"
58067,,AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58067,ANIMALIA,ANURA,CHORDATA,karooicum,"Boycott, de Villiers &amp; Scott, 2002"
58069,,AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58069,ANIMALIA,ANURA,CHORDATA,namaquense,"Werner, 1910"
58070,"We follow Scott (in press) in considering the subspecies, <i>Cacosternum nanum parvum</i>, as a distinct species. Specimens from north-eastern Kwa-Zulu Natal have been found which have a different call, and might represent another undescribed species (E. Scott, unpublished data).",AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58070,ANIMALIA,ANURA,CHORDATA,nanum,"Boulenger, 1887"
58071,We follow Scott (in press) in considering <i>Cacosternum parvum</i> as a species distinct from <i>C. nanum</i>.,AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58071,ANIMALIA,ANURA,CHORDATA,parvum,"Poynton, 1963"
58072,"This species was removed from the synonymy of <em>Cacosternum boettgeri</em> by Channing (2001), where it had been placed by Poynton (1964). Channing <em>et al</em>. (2013) described four new species in <em>Cacosternum</em> genus and revised the distribution of known <em>Cacosternum</em> species, so the range of <em>C. platys</em> has been restricted (southern Cape Peninsula populations are now referred to as <em>C. australis, </em>sister species of <em>C. platys</em>).",AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58072,ANIMALIA,ANURA,CHORDATA,platys,"Rose, 1950"
58073,"This species was resurrected from the synonymy of <em>Cacosternum boettgeri</em> by Lambiris (1988), where it had been placed by Poynton (1964).",AMPHIBIA,PYXICEPHALIDAE,Cacosternum,,,,58073,ANIMALIA,ANURA,CHORDATA,striatum,"FitzSimons, 1947"
58076,,AMPHIBIA,PYXICEPHALIDAE,Natalobatrachus,,,,58076,ANIMALIA,ANURA,CHORDATA,bonebergi,"Hewitt &amp; Methuen, 1912"
58086,,AMPHIBIA,PHRYNOBATRACHIDAE,Phrynobatrachus,,,,58086,ANIMALIA,ANURA,CHORDATA,acridoides,"(Cope, 1867)"
58124,The taxonomic status of this species in relation to <em>Phrynobatrachus parvulus</em> and <em>P. ukingensis</em> requires clarification (Poynton and Broadley 1985b). It is likely to represent more than one species based on molecular evidence (S. Loader pers. comm. Nov 2012). Zimkus <em>et al.&#160;</em>(2010) noted that nominal <em>Phrynobatrachus mababiensis</em>&#160;covers two distantly related species.,AMPHIBIA,PHRYNOBATRACHIDAE,Phrynobatrachus,,,,58124,ANIMALIA,ANURA,CHORDATA,mababiensis,"FitzSimons, 1932"
58128,This form almost certainly consists of a number of cryptic species (Rödel 2000).,AMPHIBIA,PHRYNOBATRACHIDAE,Phrynobatrachus,,,,58128,ANIMALIA,ANURA,CHORDATA,natalensis,"(Smith, 1849)"
58153,There is some evidence that disjunct populations may contain cryptic species.,AMPHIBIA,PYXICEPHALIDAE,Poyntonia,,,,58153,ANIMALIA,ANURA,CHORDATA,paludicola,"Channing and Boycott, 1989"
58174,"Channing and Howell (2006) and Pickersgill (2007) treated the East African <em>X.l. victorianus</em> as a species in its own right, and we follow that arrangement. However, this leaves the odd situation of <em>X. laevis</em> being a southern African species, but with an isolated subspecies, <em>X.l. sudanensis</em>, in north-central Africa (which probably also needs to be recognized as a full species). Populations of <em>X. laevis</em> from the Cape of South Africa are genetically differentiated from populations elsewhere across Africa.",AMPHIBIA,PIPIDAE,Xenopus,,,,58174,ANIMALIA,ANURA,CHORDATA,laevis,"(Daudin, 1802)"
58177,"This species is possibly composed of two species, a west African form and an east-southern African form (R.C. Tinsley pers. comm.). It is part of a complex of poorly understood species closely related to <em>Xenopus laevis</em>.&#160;&#160;It seems likely that many records from the inland parts of Tanzania currently assigned to this species should in fact be referred to<em>Xenopus borealis</em>, and the distribution maps probably records this species as occurring much too widely in this country.",AMPHIBIA,PIPIDAE,Xenopus,,,,58177,ANIMALIA,ANURA,CHORDATA,muelleri,"(Peters, 1844)"
58184,,AMPHIBIA,PYXICEPHALIDAE,Amietia,,,,58184,ANIMALIA,ANURA,CHORDATA,angolensis,"(Bocage, 1866)"
58190,The taxonomy of this genus and disjunct distributions of this species require attention.,AMPHIBIA,PYXICEPHALIDAE,Amietia,,,,58190,ANIMALIA,ANURA,CHORDATA,vandijki,"(Visser &amp; Channing, 1997)"
58296,,AMPHIBIA,PTYCHADENIDAE,Hildebrandtia,,,,58296,ANIMALIA,ANURA,CHORDATA,ornata,"(Peters, 1876)"
58490,,AMPHIBIA,PTYCHADENIDAE,Ptychadena,,,,58490,ANIMALIA,ANURA,CHORDATA,anchietae,"(Bocage, 1868)"
58511,,AMPHIBIA,PTYCHADENIDAE,Ptychadena,,,,58511,ANIMALIA,ANURA,CHORDATA,mossambica,"(Peters, 1854)"
58516,"The status of <i>Phrynobatrachus hailiensis</i> Meek and Eliot, 1897 from northern Somalia remains obscure. It is usually considered to be a synonym of this species, but its type locality falls far outside the otherwise known range of <i>Ptychadena oxyrhynchus</i>, and so it is not included here, pending further investigation of its status.",AMPHIBIA,PTYCHADENIDAE,Ptychadena,,,,58516,ANIMALIA,ANURA,CHORDATA,oxyrhynchus,"(Smith, 1849)"
58519,,AMPHIBIA,PTYCHADENIDAE,Ptychadena,,,,58519,ANIMALIA,ANURA,CHORDATA,porosissima,"(Steindachner, 1867)"
58529,"We treat this as a species distinct from <em>Ptychadena pumilio</em>, following Poynton and Broadley (1985).",AMPHIBIA,PTYCHADENIDAE,Ptychadena,,,,58529,ANIMALIA,ANURA,CHORDATA,taenioscelis,"Laurent, 1954"
58535,,AMPHIBIA,PYXICEPHALIDAE,Pyxicephalus,,,,58535,ANIMALIA,ANURA,CHORDATA,adspersus,"Tschudi, 1838"
58764,Earlier literature refers to this species as <i>Rana fasciata montana</i>.,AMPHIBIA,PYXICEPHALIDAE,Strongylopus,,,,58764,ANIMALIA,ANURA,CHORDATA,bonaespei,"Dubois, 1981"
58765,,AMPHIBIA,PYXICEPHALIDAE,Strongylopus,,,,58765,ANIMALIA,ANURA,CHORDATA,fasciatus,"(Smith, 1849)"
58767,,AMPHIBIA,PYXICEPHALIDAE,Strongylopus,,,,58767,ANIMALIA,ANURA,CHORDATA,grayii,"(Smith, 1849)"
58768,"Until 2008 the Maluti River Frog was referred to <em>Amietia vertebralis</em> and the Phofung River Frog to <em>Strongylopus hymenopus; </em>a recent revision of type specimens has clarified the confusion between the two species, showing that <em>Amietia vertebralis</em> is widespread in Lesotho, KwaZulu-Natal and the Eastern Cape Province in South Africa<em>, </em>while<em> Amietia hymenopus </em>occurs within a more restricted range range in north-eastern Lesotho and the Drakensberg highlands&#160;(Channing 2015).",AMPHIBIA,PYXICEPHALIDAE,Amietia,,,,58768,ANIMALIA,ANURA,CHORDATA,hymenopus,"(Boulenger, 1920)"
58772,,AMPHIBIA,PYXICEPHALIDAE,Strongylopus,,,,58772,ANIMALIA,ANURA,CHORDATA,springbokensis,"Channing, 1986"
58773,,AMPHIBIA,PYXICEPHALIDAE,Strongylopus,,,,58773,ANIMALIA,ANURA,CHORDATA,wageri,"(Wager, 1961)"
58776,,AMPHIBIA,PYXICEPHALIDAE,Tomopterna,,,,58776,ANIMALIA,ANURA,CHORDATA,delalandii,"(Tschudi, 1838)"
58777,,AMPHIBIA,PYXICEPHALIDAE,Tomopterna,,,,58777,ANIMALIA,ANURA,CHORDATA,krugerensis,"Passmore &amp; Carruthers, 1975"
58778,,AMPHIBIA,PYXICEPHALIDAE,Tomopterna,,,,58778,ANIMALIA,ANURA,CHORDATA,marmorata,"(Peters, 1854)"
58779,,AMPHIBIA,PYXICEPHALIDAE,Tomopterna,,,,58779,ANIMALIA,ANURA,CHORDATA,natalensis,"(Smith, 1849)"
58780,"This species is a tetraploid species species that is very similar to, and easily confused with, <i>Tomopterna cryptotis</i>, <i>T. delalandii</i> and <i>T. damarensis</i> (Channing and Bogart 1996; Dawood and Channing 2002).",AMPHIBIA,PYXICEPHALIDAE,Tomopterna,,,,58780,ANIMALIA,ANURA,CHORDATA,tandyi,"Channing &amp; Bogart, 1996"
58801,,AMPHIBIA,RHACOPHORIDAE,Chiromantis,,,,58801,ANIMALIA,ANURA,CHORDATA,xerampelina,"Peters, 1854"
61860,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,61860,ANIMALIA,ANURA,CHORDATA,subvoce,"Turner, de Villiers, Dawood &amp; Channing, 2004"
136026,"Pickersgill (2007) removed this species from the synonymy of <em>Hyperolius acuticeps</em> based on its voice. It is a member of the <em>H. nasutus</em> complex, the taxonomy of which remains poorly known, so the validity of this species, like that of many other species in the complex, requires further clarification.",AMPHIBIA,HYPEROLIIDAE,Hyperolius,,,,136026,ANIMALIA,ANURA,CHORDATA,poweri,"Loveridge, 1938"
174664,,AMPHIBIA,PYXICEPHALIDAE,Arthroleptella,,,,174664,ANIMALIA,ANURA,CHORDATA,rugosa,"Turner &amp; Channing, 2008"
